year,population,industrial_output,pollution,resources,service_output,resource_usage_rate
1906.25,1679653800.5739772,84030733600.64514,0.035728487916654304,0.9980222489689026,91.46556974138588,0.21262156384887287
1906.5,1683327911.8697612,84775912701.45868,0.03558464338118694,0.9979329663144519,91.69559233974549,0.2140388847832968
1906.75,1686997868.80052,85525532619.58954,0.03558533954585616,0.9978428919072067,91.93689073951799,0.21546175034097562
1907.0,1690663160.7719288,86279748615.56548,0.035719571818822266,0.9977520210287983,92.18915235755338,0.2168905907009467
1907.25,1694323413.1625361,87038713421.4873,0.035977535741731285,0.9976603487958943,92.45207354441162,0.2183258102718759
1907.5,1697978370.282711,87802577338.2392,0.03635047573179364,0.997567870162884,92.72535994004234,0.2197677898720146
1907.75,1701627880.237139,88571488330.82182,0.03683055296943274,0.9974745799244621,93.00872672692346,0.2212168887086721
1908.0,1705271881.493768,89345592122.27516,0.037410730067244345,0.9973804727181106,93.30189879488618,0.22267344617624668
1908.25,1708910390.9804933,90125032286.48767,0.03808467044275247,0.9972855430264808,93.60461083020873,0.22413778349010274
1908.5,1712543493.5479515,90909950340.06264,0.03884665056974029,0.9971897851796763,93.91660734007677,0.22561020517196453
1908.75,1716171332.652557,91700485833.3203,0.039691483504898366,0.99709319335744,94.23764262217675,0.22709100040101446
1909.0,1719794102.1283982,92496776440.4499,0.04061445228179615,0.996995761591242,94.56748068799537,0.22858044424353005
1909.25,1723412038.9298618,93298958048.7813,0.0416112519359444,0.9968974837662741,94.90589514733506,0.23007879877265835
1909.5,1727025416.738904,94107164847.11516,0.04267793907578742,0.9967983536233471,95.25266906061027,0.2315863140888017
1909.75,1730634540.3418486,94921529413.03557,0.04381088804732503,0.9966983647606972,95.60759476464968,0.2331032292500733
1910.0,1734239740.690503,95742182799.1175,0.04500675285689483,0.9965975106356958,95.97047367698792,0.2346297731213545
1910.25,1737841370.571348,96569254617.94078,0.04626243411936747,0.9964957845664717,96.34111608297346,0.23616616514965075
1910.5,1741439800.814632,97402873125.82306,0.04757505038931267,0.9963931797334401,96.71934090944134,0.23771261607268868
1910.75,1745035416.9824736,98243165305.19005,0.04894191331206963,0.9962896891807439,97.10497548818923,0.23926932856701513
1911.0,1748628616.4816072,99090256945.50774,0.050360506101415396,0.9961853058176072,97.49785531204826,0.24083649784124275
1911.25,1752219806.0522838,99944272722.71033,0.05182846491182094,0.9960800224196026,97.89782378594522,0.2424143121795329
1911.5,1755809399.590084,100805336277.06642,0.05334356272713523,0.9959738316298348,98.30473197500882,0.24400295343990813
1911.75,1759397816.2621338,101673570289.43481,0.05490369543483603,0.9958667259600403,98.71843835146912,0.24560259751153246
1912.0,1762985478.8834057,102549096555.8719,0.05650686979652152,0.9957586977916077,99.13880854183589,0.24721341473469918
1912.25,1766572812.5225859,103432036060.55977,0.058151193061781015,0.9956497393765172,99.56571507560959,0.2488355702868935
1912.5,1770160243.3103437,104322509047.0341,0.059834864004588796,0.9955398428382028,99.99903713657693,0.250469224537975
1912.75,1773748197.4258595,105220635087.69817,0.061556165189447135,0.9954290001723405,100.43866031756745,0.25211453337722656
1913.0,1777337401.7368388,106126614507.6314,0.063313456299139,0.9953172032475598,100.88445926596624,0.2537718000063875
1913.25,1780928546.5837057,107040634374.97914,0.06510516837755133,0.9952044437196456,101.3363192917691,0.25544129603982374
1913.5,1784522258.6592712,107962862430.55135,0.06692979885996515,0.995090713045622,101.7941370910909,0.2571232513931072
1913.75,1788119111.8117125,108893451372.5114,0.06878590745179146,0.9949760025042895,102.25781914106713,0.2588178635730088
1914.0,1791719635.8355343,109832542224.56885,0.070672112700909,0.9948603032122063,102.72728039575594,0.2605253049184449
1914.25,1795324323.644902,110780266982.64693,0.0725870891181364,0.9947436061360927,103.2024432215316,0.2622457282372187
1914.5,1798933637.1449723,111736750694.00642,0.07452956473089951,0.9946259021024236,103.68323652324206,0.26397927118823317
1914.75,1802548012.0538301,112702113090.30682,0.07649831897923348,0.9945071818048111,104.16959502253653,0.26572605968372953
1915.0,1806167861.8771908,113676469870.35022,0.07849218088226223,0.9943874358096527,104.66145865779887,0.26748621052689187
1915.25,1809793581.1977687,114659933707.90265,0.08051002741831204,0.9942666545604154,105.15877208147828,0.2692598334535341
1915.5,1813425548.40901,115652615043.91032,0.08255078207368566,0.9941448283808507,105.66148423563838,0.27104703270991853
1915.75,1817064127.9972105,116654622709.74217,0.08461341352452019,0.9940219474773666,106.169547990523,0.2728479082699526
1916.0,1820709672.4555166,117666064418.08716,0.08669693442359705,0.9938980019407374,106.68291983408159,0.27466255677239965
1916.25,1824362523.8969443,118687047150.25658,0.0888004002698786,0.9937729817472932,107.20155960288223,0.276491072241015
1916.5,1828023015.4204524,119717677462.44019,0.09092290834323691,0.9936468767596961,107.72543024680483,0.2783335466366351
1916.75,1831691417.177025,120758045759.35188,0.09306359669056995,0.9935196767273922,108.25450087771723,0.28019004165462275
1917.0,1835367998.3353539,121808244777.40845,0.09522164315246831,0.993391371303773,108.78874245792778,0.28206062259640413
1917.25,1839053033.491305,122868371164.17322,0.09739626442196124,0.9932619500436969,109.32812740559405,0.28394536097547785
1917.5,1842746801.2551973,123938524754.2259,0.09958671510045088,0.993131402399335,109.87262971514562,0.28584433295267103
1917.75,1846449583.1519864,125018808007.05531,0.10179228675566632,0.9929997177167835,110.42222503259559,0.28775761812189693
1918.0,1850161662.768878,126109325572.15436,0.1040123069884678,0.9928668852332762,110.97689069614037,0.2896852985698303
1918.25,1853883325.098471,127210183953.89262,0.10624613851281628,0.9927328940748558,111.5366057502124,0.29162745814941016
1918.5,1857614856.0363045,128321491254.57979,0.10849317825143402,0.9925977332544047,112.10135093938663,0.29358418192005764
1918.75,1861356542.0002668,129443356978.74072,0.11075285644843633,0.9924613916699466,112.67110868714899,0.29555555571769077
1919.0,1865108669.646074,130575891885.2559,0.113024635799369,0.9923238581031567,113.24586306344054,0.2975416658256408
1919.25,1868871525.658432,131719207876.88496,0.11530801059853614,0.9921851212180287,113.82559974402697,0.299542598723865
1919.5,1872645396.601735,132873417918.94603,0.11760250590316554,0.9920451695596596,114.41030596406486,0.30155844089879275
1919.75,1876430568.8175478,134038635980.69835,0.11990767671377317,0.9919039915531206,114.99997046770166,0.3035892787000096
1920.0,1880227328.358764,135214976994.37311,0.122223107170009,0.9917615755023911,115.59458345512874,0.3056351982330271
1920.25,1884035960.9524782,136402556827.89354,0.12454840976125857,0.9916179095893346,116.19413652817667,0.3076962852797531
1920.5,1887856751.9852622,137601492268.18872,0.1268832245513138,0.9914729818727049,116.7986226352851,0.30977262524014193
1920.75,1891689986.5058594,138811901012.68167,0.12922721841649404,0.99132678028717,117.40803601647885,0.3118643030899555
1921.0,1895535949.24138,140033901667.0634,0.13158008429668144,0.9911792926423442,118.02237214882243,0.3139714033507011
1921.25,1899394924.623876,141267613747.8803,0.13394154045882276,0.9910305066218229,118.64162769270501,0.316094010068697
1921.5,1903267196.8248708,142513157688.7894,0.1363113297725394,0.9908804097822157,119.26580043920934,0.3182322068009071
1921.75,1907153049.7958896,143770654849.58908,0.13868921899757095,0.9907289895521714,119.89488925874724,0.320386076605728
1922.0,1911052767.3134947,145040227527.33423,0.1410749980828542,0.9905762332313937,120.52889405108358,0.3225557020373216
1922.25,1914966633.0276177,146321998969.00006,0.14346847947710903,0.9904221279896459,121.16781569682887,0.32474116514242246
1922.5,1918894930.5122616,147616093385.2797,0.1458694974508601,0.9902666608657413,121.8116560104449,0.3269425474587911
1922.75,1922837943.3178332,148922635965.19693,0.14827790742987487,0.9901098187665195,122.46041769478302,0.3291599300146893
1923.0,1926795955.02454,150241752891.28836,0.1506935853400376,0.9899515884658066,123.1141042971539,0.3313933933288972
1923.25,1930769249.296402,151573571355.16757,0.1531164269637124,0.9897919566033595,123.7727201669139,0.3336430174109168
1923.5,1934758109.9355435,152918219573.32797,0.15554634730767167,0.9896309096837946,124.43627041454097,0.3359088817610877
1923.75,1938762820.9364934,154275826803.07645,0.15798327998268497,0.989468434075498,125.10476087216621,0.3381910653704207
1924.0,1942783666.5403008,155646523358.5162,0.16042717659487296,0.9893045160095197,125.77819805552046,0.3404896467200003
1924.25,1946820931.2883184,157030440626.51877,0.1628780061489376,0.9891391415784513,126.45658912725185,0.34280470377985056
1924.5,1950874900.075537,158427711082.64032,0.16533575446338053,0.9889722967352856,127.13994186156795,0.3451363140071928
1924.75,1954945858.2034025,159838468306.95135,0.16780042359781827,0.9888039672922604,127.82826461015392,0.34748455434404363
1925.0,1959034091.4320567,161262846999.7562,0.17027203129249652,0.9886341389196842,128.52156626931796,0.34984950121412106
1925.25,1963139886.0319738,162700982997.1885,0.17275061042009687,0.9884627971447469,129.21985624831495,0.35223123051904054
1925.5,1967263528.8349676,164153013286.67273,0.17523620844991764,0.9882899273503124,129.92314443880016,0.35462981763379425
1925.75,1971405307.284575,165619076022.2463,0.17772888692449734,0.9881155147736953,130.63144118536442,0.3570453374015092
1926.0,1975565509.485805,167099310539.74118,0.18022872094873585,0.9879395445054217,131.34475725710493,0.35947786412749316
1926.25,1979744424.254282,168593857371.8246,0.18273579869155138,0.9877620014879731,132.0631038201848,0.36192747157257454
1926.5,1983942341.164782,170102858262.90137,0.1852502209000973,0.9875828705145157,132.78649241133823,0.3643942329457473
1926.75,1988159550.5991957,171626456183.8818,0.18777210042654557,0.9874021362276113,133.5149349122775,0.3668782208961378
1927.0,1992396343.7939348,173164795346.8187,0.19030156176742735,0.9872197831179159,134.2484435249607,0.36937950750430393
1927.25,1996653012.8868127,174718021219.4195,0.1928387406155051,0.9870357955228599,134.9870307476797,0.37189816427288613
1927.5,2000929850.9634194,176286280539.43848,0.19538378342413554,0.9868501576253143,135.7307093519309,0.37443426211662356
1927.75,2005227152.1030288,177869721328.955,0.19793684698406575,0.9866628534522411,136.47949236002995,0.37698787135175305
1928.0,2009545211.4240558,179468492908.5436,0.20049809801259075,0.986473866873329,137.2333930234367,0.3795590616848063
1928.25,2013884325.1291034,181082745911.3425,0.20306771275498647,0.9862831815996138,137.99242480175488,0.38214790220082234
1928.5,2018244790.5496156,182712632297.0249,0.20564587659811764,0.986090781182083,138.7566013423746,0.38475446135098845
1928.75,2022626906.1901743,184358305365.68124,0.20823278369610815,0.9858966490102674,139.52593646072594,0.3873788069397292
1929.0,2027030971.7724626,186019919771.6158,0.2108286366079477,0.9857007683108164,140.30044412111343,0.3900210061112533
1929.25,2031457288.2789204,187697631537.06497,0.2134336459468993,0.9855031221460591,141.08013841810336,0.39268112533557703
1929.5,2035906157.9961176,189391598065.84155,0.2160480300415589,0.9853036934125509,141.86503355843598,0.3953592303940375
1929.75,2040377884.5578735,191101978156.9105,0.218672014608411,0.985102464839606,142.65514384343624,0.39805538636430604
1930.0,2044868853.307527,192828932017.90198,0.22130583243571328,0.9848994189878142,143.4507586231167,0.40077042581509537
1930.25,2049375603.4994817,194572626289.1473,0.22394972307853625,0.9846945382475452,144.2521583243595,0.40350517509665734
1930.5,2053898477.4873226,196333233461.35867,0.2266039325647754,0.984487804832113,145.05935688916657,0.4062597306326329
1930.75,2058437805.9123776,198110926706.55228,0.22926871311194755,0.9842792007715602,145.8723697061781,0.40903418897791455
1931.0,2062993909.1325142,199905880090.9032,0.23194432285457636,0.9840687079119345,146.69121345919723,0.4118286470092363
1931.25,2067567098.4778225,201718268740.6018,0.23463102558152568,0.9838563079143379,147.51590599585876,0.4146432020410454
1931.5,2072157677.3578405,203548268972.07645,0.23732909048243048,0.9836419822538011,148.34646621292467,0.417477951887507
1931.75,2076765942.2408285,205396058395.20273,0.24003879190273947,0.9834257122180182,149.1829139554087,0.42033299488613407
1932.0,2081392183.5222483,207261815996.03183,0.24276040910712057,0.9832074789059733,150.02526992729443,0.4232084298944998
1932.25,2086036686.2968993,209145722203.9877,0.24549422605112617,0.9829872632264776,150.87355561204578,0.42610435626846765
1932.5,2090699731.046954,211047958947.2822,0.24824053116109923,0.9827650458966357,151.72779320145176,0.4290208738281055
1932.75,2095381594.256311,212968709699.38547,0.250999617122342,0.9825408074402543,152.58800553161458,0.43195808281576076
1933.0,2100082548.9602153,214908159518.70187,0.25377178067557987,0.9823145281861987,153.45421602510126,0.43491608384951447
1933.25,2104802865.2378218,216866495083.07678,0.2565573224217471,0.9820861882667101,154.3264486384474,0.43789497787429865
1933.5,2109542810.6543741,218843904720.36716,0.2593565466351022,0.9818557676156843,155.20472781433386,0.44089486611226925
1933.75,2114302650.6587727,220840578436.00806,0.2621697610846566,0.981623245966919,156.0890784378661,0.4439158500135232
1934.0,2119082648.9415843,222856707938.28336,0.2649972768638735,0.9813886028523306,156.97952579647097,0.44695803120787747
1934.25,2123883067.7579098,224892486661.8368,0.26783940822856533,0.9811518176001462,157.87609554299763,0.45002151145815916
1934.5,2128704168.2189867,226948109789.8309,0.27069647244289397,0.980912869333068,158.77881366166636,0.4531063926152641
1934.75,2133546210.5559578,229023774275.06485,0.2735687896333514,0.9806717369664163,159.6877064365563,0.45621277657510434
1935.0,2138409454.3588028,231119678860.28735,0.27645668265057843,0.980428399206249,160.60280042236542,0.4593407652374738
1935.25,2143294158.7931259,233236024097.88608,0.2793604769388601,0.9801828345474599,161.52412241720546,0.4624904604667909
1935.5,2148200582.7971478,235373012369.09253,0.28228050041312003,0.9799350212718559,162.4516994372274,0.4656619640546406
1935.75,2153128985.261014,237530847902.81006,0.2852170833432228,0.9796849374462138,163.38555869289368,0.4688553776840104
1936.0,2158079625.1902833,239709736794.1476,0.28817055824538484,0.979432560920317,164.3257275667356,0.4720708028950972
1936.25,2163052761.85526,241909887022.72488,0.2911412597804819,0.9791778693249733,165.27223359245227,0.4753083410525596
1936.5,2168048654.9276495,244131508470.79907,0.2941295246590406,0.9789208400700116,166.22510443522242,0.47856809331408695
1936.75,2173067564.605863,246374812941.2546,0.29713569155269326,0.9786614503422614,167.1843678731144,0.4818501606001593
1937.0,2178109751.7301407,248640014175.48752,0.30016010101187424,0.9783996771035113,168.15005177949183,0.4851546435648783
1937.25,2183175477.8885517,250927327871.21118,0.3032030953895366,0.9781354970884498,169.12218410632153,0.488481642567757
1937.5,2188265005.514808,253236971700.20438,0.30626501877066464,0.9778688868025867,170.10079286830234,0.49183125764636076
1937.75,2193378597.9787292,255569165326.01965,0.30934621690736436,0.9775998225201552,171.08590612773838,0.49520358848970447
1938.0,2198516519.67011,257924130421.6671,0.3124470371593108,0.9773282802819963,172.0775519800903,0.49859873441231545
1938.25,2203679036.076656,260302090687.28564,0.3155678284393386,0.9770542358934232,173.07575854014397,0.5020167943288822
1938.5,2208866413.856588,262703271867.81302,0.3187089411639635,0.976777664922068,174.08055392874073,0.5054578667294156
1938.75,2214078920.90645,265127901770.6639,0.3218707272086274,0.9764985426957085,175.0919662600209,0.5089220496548558
1939.0,2219316826.424598,267576210283.4242,0.3250535398674653,0.9762168443000772,176.11002362913422,0.5124094406730663
1939.25,2224580400.970788,270048429391.56924,0.32825773381739404,0.975932544576651,177.1347541003787,0.5159201368551661
1939.5,2229869916.522254,272544793196.2124,0.33148366508633315,0.9756456181204225,178.16618569572947,0.5194542347521476
1939.75,2235185646.5266128,275065537931.88983,0.3347316910253682,0.9753560392776515,179.20434638372555,0.5230118303717431
1940.0,2240527865.9518886,277610901984.3875,0.3380021702846768,0.9750637821435989,180.2492640686847,0.5265930191555056
1940.25,2245896851.333941,280181125908.6152,0.34129546279303896,0.9747688205602405,181.3009665802187,0.5301978959560685
1940.5,2254995490.963432,282776452446.5319,0.3446119297407639,0.9744711281139625,182.06005487082822,0.532950033697983
1940.75,2264069290.7598233,285391603503.2848,0.34795193356586557,0.974170678133238,182.83093725999905,0.5357231423256951
1941.0,2273126232.1709294,288027504509.6811,0.3513158379433295,0.9738674495545158,183.61273097058816,0.538516901015683
1941.25,2282173304.6662173,290684899798.88324,0.3547040077773154,0.9735614203309743,184.40467249261488,0.5413308540676058
1941.5,2291216656.2614937,293364402257.2984,0.3581168091961482,0.973252567624938,185.20609721841214,0.544164475317616
1941.75,2300261715.928324,296066529332.14386,0.3615546100471084,0.9729408679475395,186.01642341989017,0.5470172115409929
1942.0,2309313294.4465485,298791729309.2575,0.36501778061542833,0.9726262972601242,186.83513948011634,0.5498885112808746
1942.25,2318375667.5039425,301540400092.84924,0.3685066943933338,0.972308831047733,187.66179367251348,0.5527778428482105
1942.5,2327452613.1251564,304312885741.9251,0.3720217287943685,0.9719884443726344,188.4959884463233,0.5556846816599974
1942.75,2336547394.420026,307109446552.1399,0.37556326575503557,0.9716651119315336,189.33737924625527,0.5586084626246467
1943.0,2345662953.534338,309930345190.11957,0.37913169219674125,0.9713388081445719,190.18565553972357,0.5615486935466604
1943.25,2354801945.420976,312775845637.9766,0.38272740032254454,0.9710095071528074,191.0405375336189,0.5645049455417184
1943.5,2363966768.317634,315646212530.83966,0.38635078769671727,0.970677182816817,191.90177317920921,0.5674768449519162
1943.75,2373159591.2046084,318541710764.41943,0.39000225715821984,0.9703418087160031,192.76913544937614,0.5704640664564817
1944.0,2382382378.5098276,321462605286.3234,0.3936822166092432,0.9700033581483158,193.6424198696505,0.5734663271483054
1944.25,2391636912.315559,324409161010.7772,0.39739107871198803,0.9696618041301991,194.52144228342246,0.5764833814012855
1944.5,2400924812.304843,327381642814.72595,0.4011292605204215,0.9693171193966251,195.40603683168868,0.5795150163935764
1944.75,2410247553.667763,330380315586.191,0.4048971830685254,0.9689692764011345,196.29605412833655,0.5825610481813852
1945.0,2419606483.1692305,333405444304.8301,0.4086952709322924,0.9686182473158242,197.19135961299486,0.5856213182399639
1945.25,2429002833.5619316,336457294141.0109,0.41252395177924084,0.9682640040312503,198.09183206471002,0.5886956904049399
1945.5,2438437736.510907,339536130564.1535,0.4163836559163522,0.9679065181562256,198.9973622610198,0.5917840481596393
1945.75,2447912795.8493185,342642219454.196,0.4202748158449825,0.9675457610175012,199.9078058998161,0.5948861557280618
1946.0,2457434462.5741887,345775826335.13446,0.4241978658293583,0.9671817036593312,200.82262593129957,0.5980005913911353
1946.25,2467003722.848206,348937208870.43823,0.42815324148367084,0.9668143168438501,201.74173646850005,0.6011272394786775
1946.5,2476621509.158749,352126626357.9809,0.43214137938146935,0.9664435710594252,202.66505843100504,0.6042659956263394
1946.75,2486288706.26086,355344339515.14844,0.4361627166899789,0.96606943651892,203.59251891737816,0.6074167650508284
1947.0,2496006156.5973516,358590610351.7182,0.44021769083116374,0.9656918831581851,204.52405062288787,0.610579461098922
1947.25,2505774645.9985514,361865691441.64386,0.4443067391713662,0.9653108806346864,205.45959287877986,0.6137539906403362
1947.5,2515594926.5579195,365169836530.8388,0.4484302987403157,0.9649263983375297,206.3990893603259,0.6169402668416187
1947.75,2525467723.3294244,368503301962.1268,0.4525888059795582,0.9645384053862157,207.34248743361994,0.6201382099923793
1948.0,2535393737.3650656,371866346252.81586,0.4567826965198245,0.964146870627881,208.28973784712872,0.6233477460652513
1948.25,2545373648.56998,375259229814.40326,0.46101240498770985,0.9637517626349873,209.2407944300604,0.6265688055689662
1948.5,2555408118.349967,378682214769.45184,0.46527836484124796,0.9633530497033095,210.19561380391582,0.6298013226197948
1948.75,2565497792.0421023,382135564834.5926,0.4695810082332359,0.9629506998501169,211.15415511081713,0.6330452341782277
1949.0,2575643301.1292596,385619545248.25854,0.47392076590073673,0.9625446808124802,212.11637976037375,0.6363004794128716
1949.25,2585845265.2456703,389134422728.44135,0.47829806707895584,0.9621349600456539,213.08225119564534,0.6395669991641024
1949.5,2596104293.9843965,392680465450.38666,0.4827133394375878,0.961721504721505,214.0517346779955,0.6428447354874157
1949.75,2606420988.5195603,396257943037.3382,0.4871670090377198,0.961304281726964,215.02479709015932,0.6461336312616364
1950.0,2616795943.0570292,399867126559.64105,0.4916595003074183,0.9608832576624868,216.00140675657454,0.6494336298508385
1950.25,2627229746.127342,403508288539.0269,0.4961912360342042,0.9604583988405172,216.98153327988595,0.6527446748114516
1950.5,2637722981.7343044,407181702955.94794,0.500762637372716,0.9600296712839445,217.96514739247652,0.6560667096379315
1950.75,2648276230.3720403,410887645258.5288,0.5053741238659673,0.9595970407245538,218.95222082187985,0.6593996775417285
1951.0,2658890069.922483,414626392372.20135,0.5100261134787155,0.9591604726014665,219.9427261689632,0.6627435212593162
1951.25,2669565076.444432,418398222709.4056,0.5147190226415661,0.9587199320595711,220.93663679782514,0.6660981828857797
1951.5,2680301824.86442,422203416178.97394,0.5194532663045454,0.9582753839479422,221.9339267364173,0.6694636037310482
1951.75,2691100889.57876,426042254194.9563,0.5242292579989734,0.9578267928182521,222.93457058697095,0.6728397241962902
1952.0,2701962844.975326,429915019684.7505,0.5290474099065683,0.9573741229231699,223.93854344537925,0.6762264836683477
1952.25,2712888265.8828382,433821997096.4651,0.5339081329348018,0.9569173382147549,224.9458208287567,0.6796238204303555
1952.5,2723877727.9546995,437763472405.4853,0.5388118367976076,0.9564564023428398,225.95637861046185,0.6830316715869319
1952.75,2734931807.9937606,441739733120.24005,0.5437589301006301,0.955991278653409,226.97019296193378,0.6864499730025091
1953.0,2746051084.223786,445751068287.18646,0.5487498204302623,0.9555219301869687,227.9872403007483,0.6898786592515398
1953.25,2757236136.5128217,449797768495.03436,0.5537849144458001,0.9550483196769136,229.00749724435548,0.6933176635794489
1953.5,2768487546.5531735,453880125878.2444,0.558864617974093,0.9545704095478875,230.03094056900667,0.6967669178733252
1953.75,2779805898.0022197,457998434119.8299,0.5639893361061339,0.9540881619141419,231.05754717342728,0.7002263526414473
1954.0,2791191776.587892,462152988453.4974,0.5691594732950788,0.9536015385778897,232.0872940468282,0.7036958970008326
1954.25,2802645770.1822467,466344085665.1573,0.5743754334552393,0.9531105010276578,233.12015824089022,0.7071754786720829
1954.5,2814168468.8462353,470572024093.8365,0.5796376200616307,0.9526150104366385,234.15611684538655,0.7106650239808655
1954.75,2825761146.8519034,474837506803.5179,0.5849464362497013,0.9521150276610388,235.19509020229196,0.7141648918781445
1955.0,2837425586.9135485,479141523359.3569,0.5903022849149058,0.95161051281006,236.2369663765086,0.7176757281914619
1955.25,2849153240.5316224,483484790834.02924,0.5957055688118177,0.9511014249414907,237.2825102051925,0.7212003664152575
1955.5,2860930170.3726583,487867866723.6114,0.6011566910358851,0.9505877223512296,238.3329409271444,0.7247427620036133
1955.75,2872757381.212796,492291218689.8217,0.60665605608494,0.9500693627428358,239.38823222814463,0.7283029514133419
1956.0,2884635751.3531475,496755237813.54443,0.6122040711270862,0.949546303322978,240.44837051515805,0.7318808829562697
1956.25,2896566063.94574,501260267128.6281,0.6178011472576797,0.949018500882801,241.51335024670988,0.7354764532436282
1956.5,2908549029.0787973,505806620219.99414,0.6234477006253051,0.9484859118489768,242.58317084761845,0.7390895303614071
1956.75,2920585299.6068087,510394593295.32794,0.6291441533667166,0.947948492314993,243.65783466951933,0.7427199684245398
1957.0,2932675482.71471,515024472978.09,0.6348909343299681,0.9474061980596167,244.7373456421399,0.7463676165528929
1957.25,2944820148.543949,519696541301.48883,0.6406884795880151,0.9468589845570775,245.82170838138194,0.7500323242570222
1957.5,2957019836.769148,524411078875.87994,0.6465372327578336,0.9463068069819447,246.91092760009153,0.753713944529242
1957.75,2969275061.722688,529168366867.6472,0.6524376451464529,0.945749620210639,248.0050077199566,0.7574123354818855
1958.0,2981586316.471009,533968688207.4578,0.6583901757477022,0.9451873788208421,249.10395261756452,0.7611273610779471
1958.25,2993954076.117802,538812328301.0481,0.6643952911135446,0.9446200370896217,250.20776546039465,0.7648588913056369
1958.5,3006378800.5236435,543699575420.70197,0.6704534651226092,0.9440475489908019,251.3164486034776,0.7686068020222561
1958.75,3018860982.7258625,548630720893.3322,0.676565178666595,0.9434698681919174,252.42999966820332,0.7723709628030917
1959.0,3031401304.9149237,553606059080.1976,0.682730919272979,0.9428869480509682,253.54839863532533,0.7761511968989775
1959.25,3044000436.4798274,558625887019.0044,0.6889511806801663,0.9422987416131955,254.6716249160098,0.779947332260017
1959.5,3056659035.825941,563690504412.9982,0.6952264623790092,0.9417052016082378,255.79965729912072,0.7837592010349638
1959.75,3069377751.9345202,568800213572.4637,0.7015572691325609,0.9411062804472989,256.93247391539734,0.7875866390702053
1960.0,3082157225.703237,573955319327.9745,0.707944110484064,0.9405019302203782,258.070052214323,0.7914294854271522
1960.25,3094998091.098626,579156128927.6897,0.714387500261539,0.9398921026935921,259.2123689507035,0.7952875819283487
1960.5,3107900976.145271,584402951926.4504,0.7208879560858713,0.9392767493066064,260.3594001787999,0.7991607727373485
1960.75,3120866503.7721677,589696100071.4948,0.7274459988880124,0.9386558211701845,261.51112125242156,0.8030489039741424
1961.0,3133895292.5333514,595035887187.7383,0.7340621524397737,0.9380292690638586,262.667506829777,0.8069518233659922
1961.25,3146987957.217325,600422629064.3668,0.740736942901733,0.9373970434337217,263.8285308821537,0.8108693799324053
1961.5,3160145109.357803,605856643343.7323,0.747470898390925,0.9367590943903408,264.9941667056994,0.8148014237023835
