year,population,industrial_output,pollution,resources,service_output,resource_usage_rate,co2e_emissions,xcc_value,xcc_supply,ecological_benefits
1905.5,1668614105.182614,81820248548.6626,0.03715912636535169,0.9982853910652906,90.84640565601545,0.20839812827409823,24546074564.598778,112.15520161247647,10173419004.945765,471099550.465695
1905.75,1672295954.4544008,82553063564.46732,0.03650088158074708,0.9981984570512075,91.0406439678824,0.20980169162907158,24765919069.340195,112.71597762053885,10668737386.33257,475509528.2851665
1906.0,1675976200.6416552,83289837428.4123,0.03602925097121376,0.9981107444211703,91.2471439870383,0.21120932918691132,24986951228.523685,113.27955750864153,11168476410.903044,479920150.25839067
1906.25,1679653800.5739772,84030733600.64514,0.035728487916654304,0.9980222489689026,91.46556974138588,0.21262156384887287,25209220080.193542,113.84595529618473,11672660812.506914,484333897.34859455
1906.5,1683327911.8697612,84775912701.45868,0.03558464338118694,0.9979329663144519,91.69559233974549,0.2140388847832968,25432773810.437603,114.41518507266564,12181316288.715666,488753025.71471393
1906.75,1686997868.80052,85525532619.58954,0.03558533954585616,0.9978428919072067,91.93689073951799,0.21546175034097562,25657659785.87686,114.98726099802896,12694469484.433203,493179597.7203902
1907.0,1690663160.7719288,86279748615.56548,0.035719571818822266,0.9977520210287983,92.18915235755338,0.2168905907009467,25883924584.669643,115.56219730301909,13212147976.126596,497615508.0363282
1907.25,1694323413.1625361,87038713421.4873,0.035977535741731285,0.9976603487958943,92.45207354441162,0.2183258102718759,26111614026.44619,116.14000828953418,13734380256.65552,502062505.6724933
1907.5,1697978370.282711,87802577338.2392,0.03635047573179364,0.997567870162884,92.72535994004234,0.2197677898720146,26340773201.47176,116.72070833098184,14261195720.684956,506524556.2826274
1907.75,1701627880.237139,88571488330.82182,0.03683055296943274,0.9974745799244621,93.00872672692346,0.2212168887086721,26571446499.246548,117.30431187263673,14792624650.669888,511012713.7016097
1908.0,1705271881.493768,89345592122.27516,0.037410730067244345,0.9973804727181106,93.30189879488618,0.22267344617624668,26803677636.68255,117.89083343199991,15328698203.403538,515527919.84577715
1908.25,1708910390.9804933,90125032286.48767,0.03808467044275247,0.9972855430264808,93.60461083020873,0.22413778349010274,27037509685.9463,118.4802875991599,15869448397.122463,520071101.07898945
1908.5,1712543493.5479515,90909950340.06264,0.03884665056974029,0.9971897851796763,93.91660734007677,0.22561020517196453,27272985102.01879,119.07268903715568,16414908099.16284,524643168.82597965
1908.75,1716171332.652557,91700485833.3203,0.039691483504898366,0.99709319335744,94.23764262217675,0.22709100040101446,27510145749.99609,119.66805248234145,16965111014.162762,529245020.16558474
1909.0,1719794102.1283982,92496776440.4499,0.04061445228179615,0.996995761591242,94.56748068799537,0.22858044424353005,27749032932.13497,120.26639274475315,17520091672.80546,533877538.4089794
1909.25,1723412038.9298618,93298958048.7813,0.0416112519359444,0.9968974837662741,94.90589514733506,0.23007879877265835,27989687414.634388,120.8677247084769,18079885421.09815,538541593.6664945
1909.5,1727025416.738904,94107164847.11516,0.04267793907578742,0.9967983536233471,95.25266906061027,0.2315863140888017,28232149454.13455,121.47206333201927,18644528410.18084,543238043.4054242
1909.75,1730634540.3418486,94921529413.03557,0.04381088804732503,0.9966983647606972,95.60759476464968,0.2331032292500733,28476458823.91067,122.07942364867935,19214057586.659054,547967733.0003532
1910.0,1734239740.690503,95742182799.1175,0.04500675285689483,0.9965975106356958,95.97047367698792,0.2346297731213545,28722654839.73525,122.68982076692274,19788510683.45376,552731496.2768803
1910.25,1737841370.571348,96569254617.94078,0.04626243411936747,0.9964957845664717,96.34111608297346,0.23616616514965075,28970776385.382233,123.30326987075733,20367926211.161404,557530156.0491517
1910.5,1741439800.814632,97402873125.82306,0.04757505038931267,0.9963931797334401,96.71934090944134,0.23771261607268868,29220861937.746918,123.9197862201111,20952343449.916344,562364524.6512803
1910.75,1745035416.9824736,98243165305.19005,0.04894191331206963,0.9962896891807439,97.10497548818923,0.23926932856701513,29472949591.557014,124.53938515121165,21541802441.747482,567235404.4625016
1911.0,1748628616.4816072,99090256945.50774,0.050360506101415396,0.9961853058176072,97.49785531204826,0.24083649784124275,29727077083.65232,125.16208207696769,22136343983.42053,572143588.4257689
1911.25,1752219806.0522838,99944272722.71033,0.05182846491182094,0.9960800224196026,97.89782378594522,0.2424143121795329,29983281816.8131,125.78789248735252,22736009619.75679,577089860.5594028
1911.5,1755809399.590084,100805336277.06642,0.05334356272713523,0.9959738316298348,98.30473197500882,0.24400295343990813,30241600883.119926,126.41683194978927,23340841637.41919,582074996.4613729
1911.75,1759397816.2621338,101673570289.43481,0.05490369543483603,0.9958667259600403,98.71843835146912,0.24560259751153246,30502071086.830444,127.0489161095382,23950883059.1558,587099763.8057649
1912.0,1762985478.8834057,102549096555.8719,0.05650686979652152,0.9957586977916077,99.13880854183589,0.24721341473469918,30764728966.76157,127.68416069008587,24566177638.49103,592164922.8310189
1912.25,1766572812.5225859,103432036060.55977,0.058151193061781015,0.9956497393765172,99.56571507560959,0.2488355702868935,31029610818.16793,128.3225814935363,25186769854.85439,597271226.8195335
1912.5,1770160243.3103437,104322509047.0341,0.059834864004588796,0.9955398428382028,99.99903713657693,0.250469224537975,31296752714.11023,128.96419440100397,25812704909.136593,602419422.5682834
1912.75,1773748197.4258595,105220635087.69817,0.061556165189447135,0.9954290001723405,100.43866031756745,0.25211453337722656,31566190526.30945,129.60901537300896,26444028719.66278,607610250.8501378
1913.0,1777337401.7368388,106126614507.6314,0.063313456299139,0.9953172032475598,100.88445926596624,0.2537718000063875,31837984352.289417,130.257060449874,27080788406.70857,612844495.6792228
1913.25,1780928546.5837057,107040634374.97914,0.06510516837755133,0.9952044437196456,101.3363192917691,0.25544129603982374,32112190312.49374,130.90834575212335,27723032212.958443,618122977.1210963
1913.5,1784522258.6592712,107962862430.55135,0.06692979885996515,0.995090713045622,101.7941370910909,0.2571232513931072,32388858729.1654,131.56288748088394,28370809387.54175,623446540.4121224
1913.75,1788119111.8117125,108893451372.5114,0.06878590745179146,0.9949760025042895,102.25781914106713,0.2588178635730088,32668035411.753418,132.22070191828834,29024170095.77682,628816047.602003
1914.0,1791719635.8355343,109832542224.56885,0.070672112700909,0.9948603032122063,102.72728039575594,0.2605253049184449,32949762667.37065,132.88180542787978,29683165349.124233,634232371.1705046
1914.25,1795324323.644902,110780266982.64693,0.0725870891181364,0.9947436061360927,103.2024432215316,0.2622457282372187,33234080094.794075,133.54621445501917,30347846951.020115,639696389.1864318
1914.5,1798933637.1449723,111736750694.00642,0.07452956473089951,0.9946259021024236,103.68323652324206,0.26397927118823317,33521025208.201927,134.21394552729424,31018267455.184155,645208981.6693124
1914.75,1802548012.0538301,112702113090.30682,0.07649831897923348,0.9945071818048111,104.16959502253653,0.26572605968372953,33810633927.092045,134.8850152549307,31694480133.725994,650771027.8871607
1915.0,1806167861.8771908,113676469870.35022,0.07849218088226223,0.9943874358096527,104.66145865779887,0.26748621052689187,34102940961.105064,135.55944033120534,32376538952.948097,656383404.3811502
1915.25,1809793581.1977687,114659933707.90265,0.08051002741831204,0.9942666545604154,105.15877208147828,0.2692598334535341,34397980112.3708,136.23723753286134,33064498555.195515,662046983.5532731
1915.5,1813425548.40901,115652615043.91032,0.08255078207368566,0.9941448283808507,105.66148423563838,0.27104703270991853,34695784513.173096,136.91842372052562,33758414245.458977,667762583.8750404
1915.75,1817064127.9972105,116654622709.74217,0.08461341352452019,0.9940219474773666,106.169547990523,0.2728479082699526,34996386812.92265,137.60301583912823,34458341981.71743,673530976.8758982
1916.0,1820709672.4555166,117666064418.08716,0.08669693442359705,0.9938980019407374,106.68291983408159,0.27466255677239965,35299819325.42615,138.29103091832386,35164338368.22595,679352898.0684198
1916.25,1824362523.8969443,118687047150.25658,0.0888004002698786,0.9937729817472932,107.20155960288223,0.276491072241015,35606114145.07697,138.98248607291546,35876460651.127495,685229055.5350667
1916.5,1828023015.4204524,119717677462.44019,0.09092290834323691,0.9936468767596961,107.72543024680483,0.2783335466366351,35915303238.732056,139.67739850328002,36594766715.90214,691160136.6777896
1916.75,1831691417.177025,120758045759.35188,0.09306359669056995,0.9935196767273922,108.25450087771723,0.28019004165462275,36227413727.805565,140.3757854957964,37319314990.45825,697146803.9438126
1917.0,1835367998.3353539,121808244777.40845,0.09522164315246831,0.993391371303773,108.78874245792778,0.28206062259640413,36542473433.222534,141.07766442327537,38050164459.1227,703189700.3938538
1917.25,1839053033.491305,122868371164.17322,0.09739626442196124,0.9932619500436969,109.32812740559405,0.28394536097547785,36860511349.25196,141.78305274539173,38787374686.10774,709289455.2381735
1917.5,1842746801.2551973,123938524754.2259,0.09958671510045088,0.993131402399335,109.87262971514562,0.28584433295267103,37181557426.26777,142.49196800911866,39531005834.633095,715446688.1684991
1917.75,1846449583.1519864,125018808007.05531,0.10179228675566632,0.9929997177167835,110.42222503259559,0.28775761812189693,37505642402.11659,143.20442784916423,40281118682.67543,721662012.7479906
1918.0,1850161662.768878,126109325572.15436,0.1040123069884678,0.9928668852332762,110.97689069614037,0.2896852985698303,37832797671.64631,143.92044998841004,41037774636.10835,727936039.0649371
1918.25,1853883325.098471,127210183953.89262,0.10624613851281628,0.9927328940748558,111.5366057502124,0.29162745814941016,38163055186.167786,144.64005223835207,41801035739.83171,734269375.8114274
1918.5,1857614856.0363045,128321491254.57979,0.10849317825143402,0.9925977332544047,112.10135093938663,0.29358418192005764,38496447376.37393,145.36325249954382,42570964687.35919,740662631.913323
1918.75,1861356542.0002668,129443356978.74072,0.11075285644843633,0.9924613916699466,112.67110868714899,0.29555555571769077,38833007093.622215,146.0900687620415,43347624829.231636,747116417.8104134
1919.0,1865108669.646074,130575891885.2559,0.113024635799369,0.9923238581031567,113.24586306344054,0.2975416658256408,39172767565.57677,146.8205191058517,44131080180.543175,753631346.464103
1919.25,1868871525.658432,131719207876.88496,0.11530801059853614,0.9921851212180287,113.82559974402697,0.299542598723865,39515762363.06549,147.55462170138094,44921395427.80448,760208043.7346227
1919.5,1872645396.601735,132873417918.94603,0.11760250590316554,0.9920451695596596,114.41030596406486,0.30155844089879275,39862025375.68381,148.29239480988784,45718635935.31816,766847147.6195451
1919.75,1876430568.8175478,134038635980.69835,0.11990767671377317,0.9919039915531206,114.99997046770166,0.3035892787000096,40211590794.2095,149.03385678393727,46522867751.202354,773549306.5094604
1920.0,1880227328.358764,135214976994.37311,0.122223107170009,0.9917615755023911,115.59458345512874,0.3056351982330271,40564493098.31193,149.77902606785693,47334157613.168594,780315177.8535488
1920.25,1884035960.9524782,136402556827.89354,0.12454840976125857,0.9916179095893346,116.19413652817667,0.3076962852797531,40920767048.36806,150.5279211981962,48152572954.135956,787145427.1460516
1920.5,1887856751.9852622,137601492268.18872,0.1268832245513138,0.9914729818727049,116.7986226352851,0.30977262524014193,41280447680.45661,151.28056080418716,48978181907.74509,794040727.1636722
1920.75,1891689986.5058594,138811901012.68167,0.12922721841649404,0.99132678028717,117.40803601647885,0.3118643030899555,41643570303.8045,152.03696360820808,49811053313.821175,801001757.3989457
1921.0,1895535949.24138,140033901667.0634,0.13158008429668144,0.9911792926423442,118.02237214882243,0.3139714033507011,42010170500.11901,152.7971484262491,50651256723.823555,808029203.6464359
1921.25,1899394924.623876,141267613747.8803,0.13394154045882276,0.9910305066218229,118.64162769270501,0.316094010068697,42380284124.36409,153.56113416838033,51498862406.31084,815123757.7079196
1921.5,1903267196.8248708,142513157688.7894,0.1363113297725394,0.9908804097822157,119.26580043920934,0.3182322068009071,42753947306.63682,154.32893983922222,52353941352.44357,822286117.1900396
1921.75,1907153049.7958896,143770654849.58908,0.13868921899757095,0.9907289895521714,119.89488925874724,0.320386076605728,43131196454.876724,155.1005845384183,53216565281.54111,829516985.3736621
1922.0,1911052767.3134947,145040227527.33423,0.1410749980828542,0.9905762332313937,120.52889405108358,0.3225557020373216,43512068258.200264,155.8760874611104,54086806646.70511,836817071.1386949
1922.25,1914966633.0276177,146321998969.00006,0.14346847947710903,0.9904221279896459,121.16781569682887,0.32474116514242246,43896599690.70002,156.65546789841594,54964738640.51911,844187088.931676
1922.5,1918894930.5122616,147616093385.2797,0.1458694974508601,0.9902666608657413,121.8116560104449,0.3269425474587911,44284828015.58391,157.438745237908,55850435200.83079,851627758.76622
1922.75,1922837943.3178332,148922635965.19693,0.14827790742987487,0.9901098187665195,122.46041769478302,0.3291599300146893,44676790789.559074,158.2259389640975,56743971016.62197,859139806.248602
1923.0,1926795955.02454,150241752891.28836,0.1506935853400376,0.9899515884658066,123.1141042971539,0.3313933933288972,45072525867.386505,159.017068658918,57645421533.9697,866723962.6224619
1923.25,1930769249.296402,151573571355.16757,0.1531164269637124,0.9897919566033595,123.7727201669139,0.3336430174109168,45472071406.55027,159.81215400221257,58554862962.10071,874380964.8279533
1923.5,1934758109.9355435,152918219573.32797,0.15554634730767167,0.9896309096837946,124.43627041454097,0.3359088817610877,45875465871.99839,160.6112147722236,59472372279.54067,882111555.5717124
1923.75,1938762820.9364934,154275826803.07645,0.15798327998268497,0.989468434075498,125.10476087216621,0.3381910653704207,46282748040.922935,161.41427084608472,60398027240.35913,889916483.4048297
1924.0,1942783666.5403008,155646523358.5162,0.16042717659487296,0.9893045160095197,125.77819805552046,0.3404896467200003,46693957007.55486,162.22134220031512,61331906380.51023,897796502.806666
1924.25,1946820931.2883184,157030440626.51877,0.1628780061489376,0.9891391415784513,126.45658912725185,0.34280470377985056,47109132187.95563,163.0324489113167,62274089024.26934,905752374.2728238
1924.5,1950874900.075537,158427711082.64032,0.16533575446338053,0.9889722967352856,127.13994186156795,0.3451363140071928,47528313324.79209,163.84761115587327,63224655290.76518,913784864.4060074
1924.75,1954945858.2034025,159838468306.95135,0.16780042359781827,0.9888039672922604,127.82826461015392,0.34748455434404363,47951540492.0854,164.66684921165262,64183686100.60689,921894746.0087782
1925.0,1959034091.4320567,161262846999.7562,0.17027203129249652,0.9886341389196842,128.52156626931796,0.34984950121412106,48378854099.92686,165.49018345771086,65151263182.60542,930082798.1774641
1925.25,1963139886.0319738,162700982997.1885,0.17275061042009687,0.9884627971447469,129.21985624831495,0.35223123051904054,48810294899.15655,166.3176343749994,66127469080.588554,938349806.3966591
1925.5,1967263528.8349676,164153013286.67273,0.17523620844991764,0.9882899273503124,129.92314443880016,0.35462981763379425,49245903986.001816,167.14922254687437,67112387160.30859,946696562.6338897
1925.75,1971405307.284575,165619076022.2463,0.17772888692449734,0.9881155147736953,130.63144118536442,0.3570453374015092,49685722806.67389,167.9849686596087,68106101616.44207,955123865.4341369
1926.0,1975565509.485805,167099310539.74118,0.18022872094873585,0.9879395445054217,131.34475725710493,0.35947786412749316,50129793161.922356,168.82489350290675,69108697479.68051,963632520.0139847
1926.25,1979744424.254282,168593857371.8246,0.18273579869155138,0.9877620014879731,132.0631038201848,0.36192747157257454,50578157211.54737,169.66901797042127,70120260623.91145,972223338.3552337
1926.5,1983942341.164782,170102858262.90137,0.1852502209000973,0.9875828705145157,132.78649241133823,0.3643942329457473,51030857478.87041,170.51736306027334,71140877773.48886,980897139.2978647
1926.75,1988159550.5991957,171626456183.8818,0.18777210042654557,0.9874021362276113,133.5149349122775,0.3668782208961378,51487936855.16454,171.3699498755747,72170636510.59215,989654748.6322826
1927.0,1992396343.7939348,173164795346.8187,0.19030156176742735,0.9872197831179159,134.2484435249607,0.36937950750430393,51949438604.04561,172.22679962495255,73209625282.67307,998496999.1907897
1927.25,1996653012.8868127,174718021219.4195,0.1928387406155051,0.9870357955228599,134.9870307476797,0.37189816427288613,52415406365.82584,173.0879336230773,74257933409.98958,1007424730.9382706
1927.5,2000929850.9634194,176286280539.43848,0.19538378342413554,0.9868501576253143,135.7307093519309,0.37443426211662356,52885884161.83154,173.95337329119266,75315651093.22621,1016438791.0620799
1927.75,2005227152.1030288,177869721328.955,0.19793684698406575,0.9866628534522411,136.47949236002995,0.37698787135175305,53360916398.68649,174.8231401576486,76382869421.19994,1025540034.0611398
1928.0,2009545211.4240558,179468492908.5436,0.20049809801259075,0.986473866873329,137.2333930234367,0.3795590616848063,53840547872.56308,175.69725585843682,77459680378.6512,1034729321.8342624
1928.25,2013884325.1291034,181082745911.3425,0.20306771275498647,0.9862831815996138,137.99242480175488,0.38214790220082234,54324823773.40275,176.57574213772898,78546176854.11925,1044007523.7677201
1928.5,2018244790.5496156,182712632297.0249,0.20564587659811764,0.986090781182083,138.7566013423746,0.38475446135098845,54813789689.10747,177.4586208484176,79642452647.9014,1053375516.8220903
1928.75,2022626906.1901743,184358305365.68124,0.20823278369610815,0.9858966490102674,139.52593646072594,0.3873788069397292,55307491609.70437,178.34591395265969,80748602480.09549,1062834185.6184043
1929.0,2027030971.7724626,186019919771.6158,0.2108286366079477,0.9857007683108164,140.30044412111343,0.3900210061112533,55805975931.48474,179.23764352242296,81864721998.72519,1072384422.5236329
1929.25,2031457288.2789204,187697631537.06497,0.2134336459468993,0.9855031221460591,141.08013841810336,0.39268112533557703,56309289461.11949,180.13383174003505,82990907787.94759,1082027127.7355428
1929.5,2035906157.9961176,189391598065.84155,0.2160480300415589,0.9853036934125509,141.86503355843598,0.3953592303940375,56817479419.752464,181.03450089873522,84127257376.34264,1091763209.3669565
1929.75,2040377884.5578735,191101978156.9105,0.218672014608411,0.985102464839606,142.65514384343624,0.39805538636430604,57330593447.07314,181.93967340322888,85273869245.2841,1101593583.529451
1930.0,2044868853.307527,192828932017.90198,0.22130583243571328,0.9848994189878142,143.4507586231167,0.40077042581509537,57848679605.37059,182.849371770245,86430842837.39151,1111519174.4165292
1930.25,2049375603.4994817,194572626289.1473,0.22394972307853625,0.9846945382475452,144.2521583243595,0.40350517509665734,58371787886.744194,183.76361862909621,87598278595.12639,1121540917.3926444
1930.5,2053898477.4873226,196333233461.35867,0.2266039325647754,0.984487804832113,145.05935688916657,0.4062597306326329,58899970038.4076,184.68243672224168,88776277995.89455,1131659761.7243338
1930.75,2058437805.9123776,198110926706.55228,0.22926871311194755,0.9842792007715602,145.8723697061781,0.40903418897791455,59433278011.96568,185.60584890585287,89964943556.13387,1141876670.2014594
1931.0,2062993909.1325142,199905880090.9032,0.23194432285457636,0.9840687079119345,146.69121345919723,0.4118286470092363,59971764027.27096,186.53387815038212,91164378836.67929,1152192618.8777866
1931.25,2067567098.4778225,201718268740.6018,0.23463102558152568,0.9838563079143379,147.51590599585876,0.4146432020410454,60515480622.18054,187.46654754113402,92374688449.1229,1162608596.9027388
1931.5,2072157677.3578405,203548268972.07645,0.23732909048243048,0.9836419822538011,148.34646621292467,0.417477951887507,61064480691.62293,188.40388027883967,93595978062.95535,1173125606.423015
1931.75,2076765942.2408285,205396058395.20273,0.24003879190273947,0.9834257122180182,149.1829139554087,0.42033299488613407,61618817518.560814,189.34589968023386,94828354413.32657,1183744662.5378976
1932.0,2081392183.5222483,207261815996.03183,0.24276040910712057,0.9832074789059733,150.02526992729443,0.4232084298944998,62178544798.80955,190.292629178635,96071925309.30276,1194466793.296012
1932.25,2086036686.2968993,209145722203.9877,0.24549422605112617,0.9829872632264776,150.87355561204578,0.42610435626846765,62743716661.196304,191.24409232452814,97326799642.52669,1205293039.7242582
1932.5,2090699731.046954,211047958947.2822,0.24824053116109923,0.9827650458966357,151.72779320145176,0.4290208738281055,63314387684.184654,192.20031278615076,98593087396.21039,1216224455.8818865
1932.75,2095381594.256311,212968709699.38547,0.250999617122342,0.9825408074402543,152.58800553161458,0.43195808281576076,63890612909.815636,193.16131435008148,99870899654.40671,1227262105.9280293
1933.0,2100082548.9602153,214908159518.70187,0.25377178067557987,0.9823145281861987,153.45421602510126,0.43491608384951447,64472447855.61056,194.12712092183187,101160348611.51892,1238407061.5624354
1933.25,2104802865.2378218,216866495083.07678,0.2565573224217471,0.9820861882667101,154.3264486384474,0.43789497787429865,65059948524.923035,195.097756526441,102461547582.01738,1249660402.58835
1933.5,2109542810.6543741,218843904720.36716,0.2593565466351022,0.9818557676156843,155.20472781433386,0.44089486611226925,65653171416.110146,196.0732453090732,103774611010.33958,1261023217.3660283
1933.75,2114302650.6587727,220840578436.00806,0.2621697610846566,0.981623245966919,156.0890784378661,0.4439158500135232,66252173530.802414,197.05361153561856,105099654480.95563,1272496603.183272
1934.0,2119082648.9415843,222856707938.28336,0.2649972768638735,0.9813886028523306,156.97952579647097,0.44695803120787747,66857012381.485,198.03887959329663,106436794728.58533,1284081666.5629961
1934.25,2123883067.7579098,224892486661.8368,0.26783940822856533,0.9811518176001462,157.87609554299763,0.45002151145815916,67467745998.55103,199.0290739912631,107786149648.55635,1295779523.5229769
1934.5,2128704168.2189867,226948109789.8309,0.27069647244289397,0.980912869333068,158.77881366166636,0.4531063926152641,68084432936.949265,200.0242193612194,109147838307.29533,1307591299.7992558
1934.75,2133546210.5559578,229023774275.06485,0.2735687896333514,0.9806717369664163,159.6877064365563,0.45621277657510434,68707132282.519455,201.02434045802548,110521980952.94572,1319518131.0419023
1935.0,2138409454.3588028,231119678860.28735,0.27645668265057843,0.980428399206249,160.60280042236542,0.4593407652374738,69335903658.0862,202.02946216031557,111908699026.10745,1331561162.9897053
1935.25,2143294158.7931259,233236024097.88608,0.2793604769388601,0.9801828345474599,161.52412241720546,0.4624904604667909,69970807229.36581,203.03960947111713,113308115170.69476,1343721551.6288059
1935.5,2148200582.7971478,235373012369.09253,0.28228050041312003,0.9799350212718559,162.4516994372274,0.4656619640546406,70611903710.72775,204.0548075184727,114720353244.90932,1356000463.3390403
1935.75,2153128985.261014,237530847902.81006,0.2852170833432228,0.9796849374462138,163.38555869289368,0.4688553776840104,71259254370.84302,205.07508155606504,116145538332.32617,1368399075.0308805
1936.0,2158079625.1902833,239709736794.1476,0.28817055824538484,0.979432560920317,164.3257275667356,0.4720708028950972,71912921038.24428,206.10045696384535,117583796753.09106,1380918574.2751484
1936.25,2163052761.85526,241909887022.72488,0.2911412597804819,0.9791778693249733,165.27223359245227,0.4753083410525596,72572966106.81746,207.13095924866454,119035256075.22742,1393560159.4271786
1936.5,2168048654.9276495,244131508470.79907,0.2941295246590406,0.9789208400700116,166.22510443522242,0.47856809331408695,73239452541.23972,208.16661404490785,120500045126.05222,1406325039.7466884
1936.75,2173067564.605863,246374812941.2546,0.29713569155269326,0.9786614503422614,167.1843678731144,0.4818501606001593,73912443882.37637,209.20744711513237,121978294003.69974,1419214435.5143387
1937.0,2178109751.7301407,248640014175.48752,0.30016010101187424,0.9783996771035113,168.15005177949183,0.4851546435648783,74592004252.64626,210.25348435070802,123470134088.75266,1432229578.1457326
1937.25,2183175477.8885517,250927327871.21118,0.3032030953895366,0.9781354970884498,169.12218410632153,0.488481642567757,75278198361.36336,211.30475177246154,124975698055.97992,1445371710.3034208
1937.5,2188265005.514808,253236971700.20438,0.30626501877066464,0.9778688868025867,170.10079286830234,0.49183125764636076,75971091510.06131,212.36127553132383,126495119886.18115,1458642086.007371
1937.75,2193378597.9787292,255569165326.01965,0.30934621690736436,0.9775998225201552,171.08590612773838,0.49520358848970447,76670749597.8059,213.42308190898044,128028534878.13727,1472041970.744251
1938.0,2198516519.67011,257924130421.6671,0.3124470371593108,0.9773282802819963,172.0775519800903,0.49859873441231545,77377239126.50014,214.4901973185253,129576079660.66727,1485572641.5757957
1938.25,2203679036.076656,260302090687.28564,0.3155678284393386,0.9770542358934232,173.07575854014397,0.5020167943288822,78090627206.18568,215.5626483051179,131137892204.79099,1499235387.246481
1938.5,2208866413.856588,262703271867.81302,0.3187089411639635,0.976777664922068,174.08055392874073,0.5054578667294156,78810981560.3439,216.64046154664348,132714111835.99786,1513031508.2906802
1938.75,2214078920.90645,265127901770.6639,0.3218707272086274,0.9764985426957085,175.0919662600209,0.5089220496548558,79538370531.19917,217.72366385437667,134304879246.62184,1526962317.1394436
1939.0,2219316826.424598,267576210283.4242,0.3250535398674653,0.9762168443000772,176.11002362913422,0.5124094406730663,80272863085.02725,218.81228217364853,135910336508.32239,1541029138.2270188
